year,flu week,SG rate,SG pop,SG count,SG weighted rate,PA rate,PA count,PA pop,PA weighted rate
6.0,14.0,0.000276319,3619.0,1.0,0.00017684416002141173,6.2645e-05,1.0,15963.0,2.5058002889647265e-05
6.0,15.0,0.0,3619.0,0.0,0.00010610649601284704,6.2645e-05,1.0,15963.0,4.009280173378836e-05
6.0,16.0,0.0005526390000000001,3619.0,2.0,0.00028471949760770825,0.000187935,3.0,15963.0,9.922968104027303e-05
6.0,17.0,0.0011052780000000001,3619.0,4.0,0.000612942898564625,0.000187935,3.0,15963.0,0.0001347118086241638
6.0,18.0,0.0005526390000000001,3619.0,2.0,0.000588821339138775,0.000250579,4.0,15963.0,0.0001810586851744983
6.0,19.0,0.000276319,3619.0,1.0,0.000463820403483265,0.00012529,2.0,15963.0,0.000158751211104699
6.0,20.0,0.0,3619.0,0.0,0.000278292242089959,0.00037586900000000003,6.0,15963.0,0.0002455983266628194
6.0,21.0,0.0,3619.0,0.0,0.0001669753452539754,0.00037586900000000003,6.0,15963.0,0.00029770659599769164
6.0,22.0,0.0,3619.0,0.0,0.00010018520715238524,6.2645e-05,1.0,15963.0,0.00020368195759861498
6.0,23.0,0.0011052780000000001,3619.0,4.0,0.0005022223242914313,6.2645e-05,1.0,15963.0,0.00014726717455916898
6.0,24.0,0.0005526390000000001,3619.0,2.0,0.0005223889945748588,0.00043851400000000004,7.0,15963.0,0.0002637659047355014
6.0,25.0,0.0,3619.0,0.0,0.0003134333967449153,0.000187935,3.0,15963.0,0.00023343354284130087
6.0,26.0,0.0,3619.0,0.0,0.00018806003804694918,0.0,0.0,15963.0,0.00014006012570478053
6.0,27.0,0.0,3619.0,0.0,0.0001128360228281695,0.0,0.0,15963.0,8.403607542286832e-05
6.0,28.0,0.0,3619.0,0.0,6.77016136969017e-05,0.0,0.0,15963.0,5.042164525372099e-05
6.0,29.0,0.0,3619.0,0.0,4.062096821814102e-05,0.0,0.0,15963.0,3.025298715223259e-05
6.0,30.0,0.000276319,3619.0,1.0,0.0001349001809308846,0.0,0.0,15963.0,1.8151792291339553e-05
6.0,31.0,0.0,3619.0,0.0,8.094010855853077e-05,0.0,0.0,15963.0,1.0891075374803732e-05
6.0,32.0,0.0,3619.0,0.0,4.856406513511846e-05,0.000313224,5.0,15963.0,0.00013182424522488226
6.0,33.0,0.0,3619.0,0.0,2.9138439081071074e-05,0.0,0.0,15963.0,7.909454713492935e-05
6.0,34.0,0.0,3619.0,0.0,1.7483063448642643e-05,0.0,0.0,15963.0,4.745672828095761e-05
6.0,35.0,0.0,3619.0,0.0,1.0489838069185585e-05,0.0,0.0,15963.0,2.8474036968574563e-05
6.0,36.0,0.0,3619.0,0.0,6.293902841511351e-06,6.2645e-05,1.0,15963.0,4.2142422181144737e-05
6.0,37.0,0.0,3619.0,0.0,3.7763417049068104e-06,0.0,0.0,15963.0,2.528545330868684e-05
6.0,38.0,0.0,3619.0,0.0,2.265805022944086e-06,0.0,0.0,15963.0,1.5171271985212104e-05
6.0,39.0,0.0,3619.0,0.0,1.3594830137664517e-06,0.0,0.0,15963.0,9.102763191127263e-06
6.0,40.0,0.0,3619.0,0.0,8.15689808259871e-07,0.0,0.0,15963.0,5.461657914676358e-06
6.0,41.0,0.0,3619.0,0.0,4.894138849559226e-07,0.0,0.0,15963.0,3.2769947488058143e-06
6.0,42.0,0.0,3619.0,0.0,2.936483309735536e-07,0.0,0.0,15963.0,1.9661968492834886e-06
6.0,43.0,0.0,3619.0,0.0,1.7618899858413214e-07,0.0,0.0,15963.0,1.179718109570093e-06
6.0,44.0,0.0,3619.0,0.0,1.0571339915047929e-07,0.0,0.0,15963.0,7.078308657420558e-07
6.0,45.0,0.0,3619.0,0.0,6.342803949028756e-08,0.0,0.0,15963.0,4.2469851944523346e-07
6.0,46.0,0.0,3619.0,0.0,3.805682369417254e-08,0.0,0.0,15963.0,2.5481911166714004e-07
6.0,47.0,0.0,3619.0,0.0,2.2834094216503522e-08,0.0,0.0,15963.0,1.52891467000284e-07
6.0,48.0,0.0,3619.0,0.0,1.3700456529902113e-08,0.0,0.0,15963.0,9.17348802001704e-08
6.0,49.0,0.0,3619.0,0.0,8.220273917941268e-09,0.0,0.0,15963.0,5.504092812010224e-08
6.0,50.0,0.0,3619.0,0.0,4.93216435076476e-09,0.0,0.0,15963.0,3.302455687206134e-08
6.0,51.0,0.0,3619.0,0.0,2.959298610458856e-09,0.0,0.0,15963.0,1.9814734123236802e-08
6.0,52.0,0.0,3619.0,0.0,1.7755791662753135e-09,0.0,0.0,15963.0,1.188884047394208e-08
7.0,1.0,0.0,3628.0,0.0,1.0653474997651881e-09,0.0,0.0,15963.0,7.133304284365248e-09
7.0,2.0,0.0,3628.0,0.0,6.392084998591129e-10,0.0,0.0,16098.0,4.279982570619149e-09
7.0,3.0,0.0,3628.0,0.0,3.8352509991546773e-10,0.0,0.0,16098.0,2.567989542371489e-09
7.0,4.0,0.0,3628.0,0.0,2.3011505994928064e-10,0.0,0.0,16098.0,1.5407937254228934e-09
7.0,5.0,0.0,3628.0,0.0,1.3806903596956837e-10,0.0,0.0,16098.0,9.24476235253736e-10
7.0,6.0,0.0,3628.0,0.0,8.284142158174102e-11,0.0,0.0,16098.0,5.546857411522415e-10
7.0,7.0,0.0,3628.0,0.0,4.970485294904461e-11,0.0,0.0,16098.0,3.328114446913449e-10
7.0,8.0,0.0,3628.0,0.0,2.9822911769426766e-11,0.0,0.0,16098.0,1.9968686681480692e-10
7.0,9.0,0.0,3628.0,0.0,1.789374706165606e-11,0.0,0.0,16098.0,1.1981212008888416e-10
7.0,10.0,0.0,3628.0,0.0,1.0736248236993636e-11,0.0,0.0,16098.0,7.188727205333049e-11
7.0,11.0,0.0,3628.0,0.0,6.441748942196181e-12,0.0,0.0,16098.0,4.313236323199829e-11
7.0,12.0,0.0,3628.0,0.0,3.865049365317708e-12,0.0,0.0,16098.0,2.5879417939198973e-11
7.0,13.0,0.0,3628.0,0.0,2.3190296191906248e-12,0.0,0.0,16098.0,1.5527650763519385e-11
7.0,14.0,0.0,3628.0,0.0,1.3914177715143749e-12,6.212e-05,1.0,16098.0,2.4848009316590458e-05
7.0,15.0,0.0,3628.0,0.0,8.348506629086249e-13,0.0,0.0,16098.0,1.4908805589954274e-05
7.0,16.0,0.0,3628.0,0.0,5.009103977451749e-13,0.0,0.0,16098.0,8.945283353972564e-06
7.0,17.0,0.0,3628.0,0.0,3.005462386471049e-13,0.0,0.0,16098.0,5.367170012383538e-06
7.0,18.0,0.0,3628.0,0.0,1.8032774318826294e-13,6.212e-05,1.0,16098.0,2.806830200743012e-05
7.0,19.0,0.0,3628.0,0.0,1.0819664591295776e-13,0.0,0.0,16098.0,1.684098120445807e-05
7.0,20.0,0.0,3628.0,0.0,6.491798754777466e-14,0.0,0.0,16098.0,1.0104588722674843e-05
7.0,21.0,0.0,3628.0,0.0,3.8950792528664794e-14,0.0,0.0,16098.0,6.062753233604906e-06
7.0,22.0,0.0,3628.0,0.0,2.3370475517198877e-14,0.0,0.0,16098.0,3.6376519401629434e-06
7.0,23.0,0.0,3628.0,0.0,1.4022285310319325e-14,0.0,0.0,16098.0,2.182591164097766e-06
7.0,24.0,0.0,3628.0,0.0,8.413371186191595e-15,0.0,0.0,16098.0,1.3095546984586596e-06
7.0,25.0,0.0,3628.0,0.0,5.048022711714957e-15,0.0,0.0,16098.0,7.857328190751958e-07
7.0,26.0,0.000275634,3628.0,1.0,0.00011025360000302883,0.0,0.0,16098.0,4.7143969144511744e-07
7.0,27.0,0.0,3628.0,0.0,6.61521600018173e-05,0.000248478,4.0,16098.0,9.967406381486708e-05
7.0,28.0,0.0,3628.0,0.0,3.9691296001090375e-05,0.001428749,23.0,16098.0,0.0006313040382889203
7.0,29.0,0.000275634,3628.0,1.0,0.00013406837760065424,0.0,0.0,16098.0,0.0003787824229733522
7.0,30.0,0.000275634,3628.0,1.0,0.00019069462656039256,0.000621195,10.0,16098.0,0.0004757474537840113
7.0,31.0,0.000826902,3628.0,3.0,0.0004451775759362356,0.001180271,19.0,16098.0,0.0007575568722704069
7.0,32.0,0.0,3628.0,0.0,0.00026710654556174137,0.0007454339999999999,12.0,16098.0,0.000752707723362244
7.0,33.0,0.0,3628.0,0.0,0.0001602639273370448,0.000248478,4.0,16098.0,0.0005510158340173465
7.0,34.0,0.0,3628.0,0.0,9.615835640222689e-05,0.000434837,7.0,16098.0,0.0005045443004104079
7.0,35.0,0.0,3628.0,0.0,5.769501384133613e-05,0.000310598,5.0,16098.0,0.00042696578024624475
7.0,36.0,0.000275634,3628.0,1.0,0.0001448706083048017,0.000186359,3.0,16098.0,0.0003307230681477469
7.0,37.0,0.0,3628.0,0.0,8.692236498288101e-05,0.000124239,2.0,16098.0,0.0002481294408886481
7.0,38.0,0.0,3628.0,0.0,5.215341898972861e-05,6.212e-05,1.0,16098.0,0.00017372566453318887
7.0,39.0,0.0,3628.0,0.0,3.129205139383716e-05,0.0,0.0,16098.0,0.00010423539871991332
7.0,40.0,0.0,3628.0,0.0,1.8775230836302295e-05,0.0,0.0,16098.0,6.2541239231948e-05
7.0,41.0,0.0,3628.0,0.0,1.1265138501781377e-05,0.0,0.0,16098.0,3.7524743539168795e-05
7.0,42.0,0.0,3628.0,0.0,6.7590831010688255e-06,0.0,0.0,16098.0,2.2514846123501275e-05
7.0,43.0,0.0,3628.0,0.0,4.055449860641295e-06,0.0,0.0,16098.0,1.3508907674100766e-05
7.0,44.0,0.0,3628.0,0.0,2.4332699163847768e-06,0.0,0.0,16098.0,8.105344604460459e-06
7.0,45.0,0.0,3628.0,0.0,1.459961949830866e-06,0.0,0.0,16098.0,4.863206762676275e-06
7.0,46.0,0.0,3628.0,0.0,8.759771698985196e-07,0.0,0.0,16098.0,2.9179240576057653e-06
7.0,47.0,0.0,3628.0,0.0,5.255863019391117e-07,0.0,0.0,16098.0,1.7507544345634591e-06
7.0,48.0,0.0,3628.0,0.0,3.15351781163467e-07,0.0,0.0,16098.0,1.0504526607380754e-06
7.0,49.0,0.0,3628.0,0.0,1.892110686980802e-07,0.0,0.0,16098.0,6.302715964428452e-07
7.0,50.0,0.0,3628.0,0.0,1.1352664121884812e-07,0.0,0.0,16098.0,3.7816295786570714e-07
7.0,51.0,0.0,3628.0,0.0,6.811598473130886e-08,0.0,0.0,16098.0,2.2689777471942428e-07
7.0,52.0,0.0,3628.0,0.0,4.086959083878532e-08,0.0,0.0,16098.0,1.3613866483165456e-07
8.0,1.0,0.0,3691.0,0.0,2.452175450327119e-08,0.0,0.0,16098.0,8.168319889899274e-08
8.0,2.0,0.0,3691.0,0.0,1.4713052701962714e-08,0.0,0.0,16353.0,4.900991933939564e-08
8.0,3.0,0.0,3691.0,0.0,8.827831621177628e-09,0.0,0.0,16353.0,2.940595160363738e-08
8.0,4.0,0.0,3691.0,0.0,5.296698972706576e-09,0.0,0.0,16353.0,1.764357096218243e-08
8.0,5.0,0.0,3691.0,0.0,3.1780193836239456e-09,0.0,0.0,16353.0,1.0586142577309457e-08
8.0,6.0,0.0,3691.0,0.0,1.906811630174367e-09,0.0,0.0,16353.0,6.351685546385674e-09
8.0,7.0,0.0,3691.0,0.0,1.1440869781046202e-09,0.0,0.0,16353.0,3.8110113278314046e-09
8.0,8.0,0.0,3691.0,0.0,6.864521868627721e-10,0.0,0.0,16353.0,2.2866067966988426e-09
8.0,9.0,0.0,3691.0,0.0,4.1187131211766327e-10,6.1151e-05,1.0,16353.0,2.446177196407802e-05
8.0,10.0,0.0,3691.0,0.0,2.4712278727059793e-10,6.1151e-05,1.0,16353.0,3.913746317844681e-05
8.0,11.0,0.0,3691.0,0.0,1.4827367236235874e-10,0.0,0.0,16353.0,2.3482477907068086e-05
8.0,12.0,0.0,3691.0,0.0,8.896420341741524e-11,6.1151e-05,1.0,16353.0,3.854988674424085e-05
8.0,13.0,0.0,3691.0,0.0,5.337852205044914e-11,6.1151e-05,1.0,16353.0,4.759033204654451e-05
8.0,14.0,0.0,3691.0,0.0,3.2027113230269484e-11,0.000122302,2.0,16353.0,7.74749992279267e-05
8.0,15.0,0.0,3691.0,0.0,1.921626793816169e-11,0.0,0.0,16353.0,4.648499953675602e-05
8.0,16.0,0.0,3691.0,0.0,1.1529760762897014e-11,0.0,0.0,16353.0,2.789099972205361e-05
8.0,17.0,0.0,3691.0,0.0,6.917856457738208e-12,0.0,0.0,16353.0,1.6734599833232166e-05
8.0,18.0,0.0,3691.0,0.0,4.1507138746429246e-12,0.000244603,4.0,16353.0,0.0001078819598999393
8.0,19.0,0.000270929,3691.0,1.0,0.00010837160249042833,0.000428056,7.0,16353.0,0.00023595157593996359
8.0,20.0,0.0,3691.0,0.0,6.502296149425699e-05,0.00030575400000000004,5.0,16353.0,0.0002638725455639782
8.0,21.0,0.0,3691.0,0.0,3.901377689655419e-05,0.000366905,6.0,16353.0,0.0003050855273383869
8.0,22.0,0.0013546460000000001,3691.0,5.0,0.0005652666661379326,0.000122302,2.0,16353.0,0.00023197211640303212
8.0,23.0,0.003251151,3691.0,12.0,0.0016396203996827596,0.00030575400000000004,5.0,16353.0,0.0002614848698418193
8.0,24.0,0.0010837169999999999,3691.0,4.0,0.0014172590398096557,0.000550358,9.0,16353.0,0.00037703412190509165
8.0,25.0,0.001896505,3691.0,7.0,0.0016089574238857935,0.0006726589999999999,11.0,16353.0,0.0004952840731430549
8.0,26.0,0.0,3691.0,0.0,0.000965374454331476,0.00073381,12.0,16353.0,0.0005906944438858329
8.0,27.0,0.0,3691.0,0.0,0.0005792246725988856,0.000550358,9.0,16353.0,0.0005745598663314998
8.0,28.0,0.0,3691.0,0.0,0.00034753480355933136,0.000428056,7.0,16353.0,0.0005159583197988999
8.0,29.0,0.000541859,3691.0,2.0,0.0004252644821355989,0.000244603,4.0,16353.0,0.0004074161918793399
8.0,30.0,0.0,3691.0,0.0,0.0002551586892813593,0.000244603,4.0,16353.0,0.00034229091512760394
8.0,31.0,0.000270929,3691.0,1.0,0.0002614668135688156,6.1151e-05,1.0,16353.0,0.00022983494907656234
8.0,32.0,0.0,3691.0,0.0,0.00015688008814128935,0.000244603,4.0,16353.0,0.0002357421694459374
8.0,33.0,0.0,3691.0,0.0,9.41280528847736e-05,0.000244603,4.0,16353.0,0.00023928650166756243
8.0,34.0,0.000270929,3691.0,1.0,0.00016484843173086416,0.000122302,2.0,16353.0,0.00019249270100053746
8.0,35.0,0.0,3691.0,0.0,9.89090590385185e-05,0.000122302,2.0,16353.0,0.00016441642060032247
8.0,36.0,0.0,3691.0,0.0,5.9345435423111096e-05,0.0,0.0,16353.0,9.864985236019348e-05
8.0,37.0,0.0,3691.0,0.0,3.560726125386666e-05,6.1151e-05,1.0,16353.0,8.36503114161161e-05
8.0,38.0,0.0,3691.0,0.0,2.1364356752319994e-05,6.1151e-05,1.0,16353.0,7.465058684966966e-05
8.0,39.0,0.0,3691.0,0.0,1.2818614051391996e-05,6.1151e-05,1.0,16353.0,6.92507521098018e-05
8.0,40.0,0.0,3691.0,0.0,7.691168430835197e-06,0.0,0.0,16353.0,4.1550451265881075e-05
8.0,41.0,0.0,3691.0,0.0,4.614701058501118e-06,0.0,0.0,16353.0,2.4930270759528645e-05
8.0,42.0,0.0,3691.0,0.0,2.7688206351006704e-06,0.0,0.0,16353.0,1.4958162455717186e-05
8.0,43.0,0.0,3691.0,0.0,1.6612923810604022e-06,0.0,0.0,16353.0,8.974897473430312e-06
8.0,44.0,0.0,3691.0,0.0,9.967754286362413e-07,0.0,0.0,16353.0,5.384938484058187e-06
8.0,45.0,0.0,3691.0,0.0,5.980652571817448e-07,0.0,0.0,16353.0,3.2309630904349123e-06
8.0,46.0,0.0,3691.0,0.0,3.5883915430904686e-07,0.0,0.0,16353.0,1.9385778542609474e-06
8.0,47.0,0.0,3691.0,0.0,2.153034925854281e-07,0.0,0.0,16353.0,1.1631467125565684e-06
8.0,48.0,0.0,3691.0,0.0,1.2918209555125685e-07,0.0,0.0,16353.0,6.97888027533941e-07
8.0,49.0,0.0,3691.0,0.0,7.750925733075411e-08,0.0,0.0,16353.0,4.1873281652036457e-07
8.0,50.0,0.0,3691.0,0.0,4.650555439845247e-08,0.0,0.0,16353.0,2.5123968991221875e-07
8.0,51.0,0.0,3691.0,0.0,2.7903332639071478e-08,0.0,0.0,16353.0,1.5074381394733126e-07
8.0,52.0,0.0,3691.0,0.0,1.6741999583442887e-08,0.0,0.0,16353.0,9.044628836839876e-08
9.0,1.0,0.0,3755.0,0.0,1.0045199750065731e-08,0.0,0.0,16353.0,5.426777302103925e-08
9.0,2.0,0.0,3755.0,0.0,6.0271198500394384e-09,0.0,0.0,16612.0,3.256066381262355e-08
9.0,3.0,0.0,3755.0,0.0,3.6162719100236627e-09,0.0,0.0,16612.0,1.953639828757413e-08
9.0,4.0,0.0,3755.0,0.0,2.1697631460141975e-09,0.0,0.0,16612.0,1.1721838972544477e-08
9.0,5.0,0.0,3755.0,0.0,1.3018578876085185e-09,0.0,0.0,16612.0,7.0331033835266856e-09
9.0,6.0,0.0,3755.0,0.0,7.81114732565111e-10,0.0,0.0,16612.0,4.219862030116011e-09
9.0,7.0,0.0,3755.0,0.0,4.686688395390666e-10,6.0197e-05,1.0,16612.0,2.408133191721807e-05
9.0,8.0,0.0,3755.0,0.0,2.8120130372343997e-10,0.0,0.0,16612.0,1.4448799150330842e-05
9.0,9.0,0.0,3755.0,0.0,1.6872078223406398e-10,0.0,0.0,16612.0,8.669279490198505e-06
9.0,10.0,0.0,3755.0,0.0,1.0123246934043839e-10,0.0,0.0,16612.0,5.201567694119102e-06
9.0,11.0,0.0,3755.0,0.0,6.073948160426303e-11,6.0197e-05,1.0,16612.0,2.7199740616471463e-05
9.0,12.0,0.0,3755.0,0.0,3.6443688962557814e-11,0.0,0.0,16612.0,1.6319844369882875e-05
9.0,13.0,0.0,3755.0,0.0,2.186621337753469e-11,6.0197e-05,1.0,16612.0,3.3870706621929724e-05
9.0,14.0,0.0,3755.0,0.0,1.3119728026520813e-11,0.0,0.0,16612.0,2.0322423973157834e-05
9.0,15.0,0.0,3755.0,0.0,7.871836815912488e-12,0.0,0.0,16612.0,1.21934543838947e-05
9.0,16.0,0.0,3755.0,0.0,4.723102089547493e-12,0.0,0.0,16612.0,7.3160726303368194e-06
9.0,17.0,0.00053261,3755.0,2.0,0.00021304400283386128,0.000120395,2.0,16612.0,5.2547643578202094e-05
9.0,18.0,0.00106522,3755.0,4.0,0.0005539144017003169,0.00024078900000000001,4.0,16612.0,0.0001278441861469213
9.0,19.0,0.000266305,3755.0,1.0,0.0004388706410201901,0.000180592,3.0,16612.0,0.00014894331168815279
9.0,20.0,0.000798915,3755.0,3.0,0.000582888384612114,0.000361184,6.0,16612.0,0.0002338395870128917
9.0,21.0,0.0,3755.0,0.0,0.0003497330307672684,0.000120395,2.0,16612.0,0.00018846175220773502
9.0,22.0,0.0,3755.0,0.0,0.00020983981846036106,0.00024078900000000001,4.0,16612.0,0.000209392651324641
9.0,23.0,0.0,3755.0,0.0,0.00012590389107621663,0.00024078900000000001,4.0,16612.0,0.0002219511907947846
9.0,24.0,0.0,3755.0,0.0,7.554233464572998e-05,0.000120395,2.0,16612.0,0.00018132871447687076
