,year,month,MMWR.week,week.start.date,BEAVERHEAD,BIG HORN,Blaine,Broadwater,Carbon,Carter,Cascade,CMHD,Chouteau,Custer,Daniels,Dawson,DeerLodge,Fallon,Flathead,Gallatin,Garfield,Glacier,Granite,Hill,Jefferson,Lake,LewisAndClark,Liberty,Lincoln,Madison,Mccone,Meagher,Mineral,Missoula,Park,Philips,Pondera,PowderRiver,Powell,Prairie,Ravalli,Richland,Roosevelt,Rosebud,Sanders,Sheridan,SilverBow,StillWater,SweetGrass,Teton,Toole,Treasure,Valley,Wibeaux,YellowStone,MT.Total.count
193,2013,5,19,5/5/2013,0,0,0,0,0,0,60,2,0,0,0,0,0,0,0,0,0,0,0,32,0,0,6,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,114
194,2013,5,20,5/12/2013,0,0,0,0,0,0,30,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,44
195,2013,5,21,5/19/2013,0,0,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,36
196,2013,5,22,5/26/2013,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
315,2015,9,36,9/6/2015,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
316,2015,9,37,9/13/2015,2,0,0,1,0,0,1,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,2,0,0,1,0,0,0,6,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16
317,2015,9,38,9/20/2015,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,1,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,10
323,2015,11,44,11/1/2015,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
327,2015,11,48,11/29/2015,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2
343,2016,3,12,3/20/2016,14,20,0,0,9,0,58,9,3,4,0,5,3,1,102,46,0,5,0,17,2,27,77,1,6,4,0,2,0,65,19,0,4,0,0,0,26,0,2,7,2,1,12,4,1,12,0,1,0,0,52,623
344,2016,3,13,3/27/2016,13,22,3,0,5,0,43,7,13,12,0,5,4,2,95,102,0,5,0,8,1,26,71,1,14,4,0,1,1,55,12,1,1,0,6,0,15,1,3,11,5,1,2,1,3,3,4,0,0,0,45,627
350,2016,5,19,5/8/2016,0,8,0,0,0,0,2,0,0,0,0,3,0,0,1,6,0,1,0,3,0,0,0,0,1,0,0,0,0,4,1,0,1,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,6,43
352,2016,5,21,5/22/2016,0,3,0,0,1,0,0,0,0,0,0,0,0,0,3,2,0,3,0,0,0,0,0,0,0,0,0,1,0,3,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,3,20
378,2016,11,47,11/20/2016,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,4,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,15
384,2017,1,1,1/1/2017,9,20,17,2,1,1,36,24,2,2,0,6,1,1,48,90,0,1,1,17,6,15,52,1,4,6,0,3,1,46,5,7,0,0,5,0,0,0,5,2,0,1,10,0,1,4,1,0,1,0,33,488
388,2017,1,5,1/29/2017,14,34,2,4,7,0,39,9,6,9,4,5,14,1,149,60,0,7,1,13,5,23,125,0,3,7,2,0,7,46,9,27,0,2,6,1,19,2,29,4,8,2,26,6,12,2,0,0,16,0,107,874
393,2017,3,10,3/5/2017,10,12,2,2,2,0,10,2,0,2,0,1,5,2,48,49,0,1,0,1,2,5,34,1,5,3,0,0,1,33,4,1,0,2,1,0,37,0,7,3,0,2,13,1,0,2,0,0,1,0,54,361
394,2017,3,11,3/12/2017,11,9,0,2,2,0,9,5,0,8,0,3,4,2,44,35,0,8,0,7,1,3,37,0,3,0,0,0,1,23,4,8,1,0,1,1,14,1,2,4,0,3,20,0,2,2,0,0,0,1,47,328
395,2017,3,12,3/19/2017,13,15,0,3,6,0,13,6,1,5,0,0,1,0,24,33,0,3,0,7,1,0,26,0,19,0,0,0,0,20,1,10,0,0,2,0,11,1,1,4,2,0,10,4,0,1,0,0,0,0,37,280
424,2017,10,41,10/8/2017,0,0,0,0,0,0,4,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,4,13
425,2017,10,42,10/15/2017,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,7
426,2017,10,43,10/22/2017,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,6
427,2017,10,44,10/29/2017,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,1,2,0,0,0,0,0,0,0,1,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,12
431,2017,11,48,11/26/2017,0,2,0,0,0,0,7,0,0,0,0,1,2,0,15,1,0,0,0,0,0,3,3,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,4,43
432,2017,12,49,12/3/2017,3,12,0,0,0,0,18,1,0,0,0,5,0,0,5,9,0,1,0,1,0,5,4,0,2,1,0,0,0,0,0,0,0,0,0,0,4,1,2,2,1,1,0,3,0,0,0,0,0,0,9,90
433,2017,12,50,12/10/2017,7,14,0,0,0,0,20,0,0,0,0,5,2,3,18,15,0,2,0,1,0,4,4,0,4,0,0,0,0,6,2,0,0,0,0,0,3,16,7,3,1,0,0,0,0,0,0,0,1,7,23,168
434,2017,12,51,12/17/2017,6,24,0,0,5,0,30,2,3,1,1,0,0,4,30,26,0,12,0,5,0,6,6,2,6,2,2,1,0,14,4,4,2,0,0,0,8,2,3,7,2,5,6,0,2,3,0,0,2,4,44,286
435,2017,12,52,12/24/2017,2,34,0,0,4,1,16,4,0,2,2,0,4,3,75,29,0,4,0,9,2,8,32,3,5,5,0,1,3,18,3,0,7,0,2,0,12,3,4,8,0,2,11,6,4,3,0,0,3,7,63,404
436,2017,12,1,12/31/2017,1,11,1,0,5,0,17,7,2,0,0,3,2,4,94,51,0,1,0,9,5,17,34,1,3,3,0,0,6,36,6,3,7,0,1,0,18,6,5,4,5,10,11,2,1,0,4,0,3,5,60,464
438,2018,1,3,1/14/2018,4,8,0,9,2,1,45,10,5,4,2,5,10,4,67,65,1,4,0,33,15,8,61,5,5,1,3,1,1,28,4,7,4,0,2,6,29,24,15,13,4,11,52,0,0,2,2,0,1,1,50,634
439,2018,1,4,1/21/2018,13,3,3,3,7,1,71,18,11,6,0,0,9,4,63,75,0,7,2,31,19,29,64,1,5,1,2,1,0,31,4,15,6,0,0,5,21,29,28,11,7,6,77,3,0,3,0,1,1,2,75,774
