year,flu week,ME rate,ME pop,ME count,ME weighted rate,LC rate,LC count,LC pop,LC weighted rate,CS rate,CS count,CS pop,CS weighted rate,SG rate,SG count,SG pop,SG weighted rate,PA rate,PA count,PA pop,PA weighted rate,GA rate,GA count,GA pop,GA weighted rate,BR rate,BR count,BR pop,BR weighted rate
7.0,18.0,0.0,1842.0,0.0,6.323034984697947e-12,0.0,0.0,66792.0,3.659759350330449e-06,0.0,0.0,81488.0,3.852161261617961e-09,0.0,0.0,3628.0,3.005462386471049e-13,6.212e-05,1.0,16098.0,2.806830200743012e-05,0.0,0.0,104072.0,1.519277566129715e-07,0.0,0.0,5788.0,5.415695788087406e-08
7.0,19.0,0.0,1842.0,0.0,3.793820990818768e-12,0.0,0.0,66792.0,2.1958556101982694e-06,0.0,0.0,81488.0,2.311296756970776e-09,0.0,0.0,3628.0,1.8032774318826294e-13,0.0,0.0,16098.0,1.684098120445807e-05,9.608999999999999e-06,1.0,104072.0,3.934756653967783e-06,0.0,0.0,5788.0,3.249417472852444e-08
7.0,20.0,0.0,1842.0,0.0,2.2762925944912607e-12,0.0,0.0,66792.0,1.3175133661189616e-06,0.0,0.0,81488.0,1.3867780541824657e-09,0.0,0.0,3628.0,1.0819664591295776e-13,0.0,0.0,16098.0,1.0104588722674843e-05,9.608999999999999e-06,1.0,104072.0,6.20445399238067e-06,0.0,0.0,5788.0,1.949650483711466e-08
7.0,21.0,0.0,1842.0,0.0,1.3657755566947563e-12,1.4972e-05,1.0,66792.0,6.779308019671377e-06,1.2272e-05,1.0,81488.0,4.90963206683251e-06,0.0,0.0,3628.0,6.491798754777466e-14,0.0,0.0,16098.0,6.062753233604906e-06,0.0,0.0,104072.0,3.7226723954284016e-06,0.0,0.0,5788.0,1.1697902902268796e-08
7.0,22.0,0.0,1842.0,0.0,8.194653340168538e-13,5.9887e-05,4.0,66792.0,2.8022384811802825e-05,0.0,0.0,81488.0,2.945779240099506e-06,0.0,0.0,3628.0,3.8950792528664794e-14,0.0,0.0,16098.0,3.6376519401629434e-06,0.0,0.0,104072.0,2.233603437257041e-06,0.0,0.0,5788.0,7.0187417413612775e-09
7.0,23.0,0.0,1842.0,0.0,4.916792004101123e-13,0.000134747,9.0,66792.0,7.071223088708171e-05,1.2272e-05,1.0,81488.0,6.676267544059704e-06,0.0,0.0,3628.0,2.3370475517198877e-14,0.0,0.0,16098.0,2.182591164097766e-06,0.0,0.0,104072.0,1.3401620623542244e-06,0.0,0.0,5788.0,4.211245044816766e-09
7.0,24.0,0.0,1842.0,0.0,2.9500752024606736e-13,0.000194634,13.0,66792.0,0.00012028093853224902,8.5902e-05,7.0,81488.0,3.8366560526435825e-05,0.0,0.0,3628.0,1.4022285310319325e-14,0.0,0.0,16098.0,1.3095546984586596e-06,1.9217e-05,2.0,104072.0,8.490897237412536e-06,0.0,0.0,5788.0,2.52674702689006e-09
7.0,25.0,0.0,1842.0,0.0,1.770045121476404e-13,0.00034435300000000004,23.0,66792.0,0.00020990976311934944,0.000122717,10.0,81488.0,7.210673631586149e-05,0.0,0.0,3628.0,8.413371186191595e-15,0.0,0.0,16098.0,7.857328190751958e-07,0.000192175,20.0,104072.0,8.196453834244753e-05,0.00017277099999999998,1.0,5788.0,6.910991604821613e-05
7.0,26.0,0.0,1842.0,0.0,1.0620270728858424e-13,0.000389268,26.0,66792.0,0.00028165305787160967,7.363e-05,6.0,81488.0,7.27160417895169e-05,0.0,0.0,3628.0,5.048022711714957e-15,0.0,0.0,16098.0,4.7143969144511744e-07,0.00016334799999999998,17.0,104072.0,0.00011451792300546851,0.0,0.0,5788.0,4.1465949628929674e-05
7.0,27.0,0.0,1842.0,0.0,6.372162437315055e-14,0.000389268,26.0,66792.0,0.00032469903472296584,0.00018407599999999998,15.0,81488.0,0.00011726002507371014,0.000275634,1.0,3628.0,0.00011025360000302883,0.000248478,4.0,16098.0,9.967406381486708e-05,0.000259436,27.0,104072.0,0.0001724851538032811,0.0,0.0,5788.0,2.4879569777357803e-05
7.0,28.0,0.0,1842.0,0.0,3.823297462389033e-14,0.000658762,44.0,66792.0,0.0004583242208337795,0.00049087,40.0,81488.0,0.0002667040150442261,0.0,0.0,3628.0,6.61521600018173e-05,0.001428749,23.0,16098.0,0.0006313040382889203,0.000345914,36.0,104072.0,0.00024185669228196866,0.0,0.0,5788.0,1.492774186641468e-05
7.0,29.0,0.0,1842.0,0.0,2.2939784774334198e-14,0.001317523,88.0,66792.0,0.0008020037325002677,0.0005031419999999999,41.0,81488.0,0.0003612792090265356,0.0,0.0,3628.0,3.9691296001090375e-05,0.0,0.0,16098.0,0.0003787824229733522,0.000672611,70.0,104072.0,0.00041415841536918124,0.0,0.0,5788.0,8.956645119848807e-06
7.0,30.0,0.001085776,1842.0,2.0,0.00043431040001376395,0.001302551,87.0,66792.0,0.0010022226395001608,0.000552229,45.0,81488.0,0.0004376591254159214,0.000275634,1.0,3628.0,0.00013406837760065424,0.000621195,10.0,16098.0,0.0004757474537840113,0.0005380890000000001,56.0,104072.0,0.0004637306492215088,0.0,0.0,5788.0,5.373987071909284e-06
7.0,31.0,0.000542888,1842.0,1.0,0.0004777414400082584,0.001152833,77.0,66792.0,0.0010624667837000965,0.0007117610000000001,58.0,81488.0,0.000547299875249553,0.000275634,1.0,3628.0,0.00019069462656039256,0.001180271,19.0,16098.0,0.0007575568722704069,0.000442002,46.0,104072.0,0.0004550391895329053,0.0,0.0,5788.0,3.22439224314557e-06
7.0,32.0,0.0,1842.0,0.0,0.00028664486400495505,0.001063002,71.0,66792.0,0.0010626808702200578,0.000527685,43.0,81488.0,0.0005394539251497318,0.000826902,3.0,3628.0,0.0004451775759362356,0.0007454339999999999,12.0,16098.0,0.000752707723362244,0.000980091,102.0,104072.0,0.0006650599137197433,0.0,0.0,5788.0,1.934635345887342e-06
7.0,33.0,0.000542888,1842.0,1.0,0.00038914211840297306,0.000509043,34.0,66792.0,0.0008412257221320346,0.000454055,37.0,81488.0,0.0005052943550898391,0.0,0.0,3628.0,0.00026710654556174137,0.000248478,4.0,16098.0,0.0005510158340173465,0.000614959,64.0,104072.0,0.0006450195482318459,0.0,0.0,5788.0,1.160781207532405e-06
7.0,34.0,0.0,1842.0,0.0,0.00023348527104178382,0.000254521,17.0,66792.0,0.0006065438332792208,0.00028225,23.0,81488.0,0.00041607661305390346,0.0,0.0,3628.0,0.0001602639273370448,0.000434837,7.0,16098.0,0.0005045443004104079,0.00032669700000000003,34.0,104072.0,0.0005176905289391075,0.0,0.0,5788.0,6.964687245194429e-07
7.0,35.0,0.0,1842.0,0.0,0.0001400911626250703,7.4859e-05,5.0,66792.0,0.00039386989996753244,0.00020862,17.0,81488.0,0.00033309396783234206,0.0,0.0,3628.0,9.615835640222689e-05,0.000310598,5.0,16098.0,0.00042696578024624475,0.00015374,16.0,104072.0,0.0003721103173634645,0.0,0.0,5788.0,4.1788123471166576e-07
7.0,36.0,0.0,1842.0,0.0,8.405469757504217e-05,0.00010480299999999999,7.0,66792.0,0.00027824313998051943,0.000159533,13.0,81488.0,0.00026366958069940524,0.0,0.0,3628.0,5.769501384133613e-05,0.000186359,3.0,16098.0,0.0003307230681477469,5.7651999999999996e-05,6.0,104072.0,0.00024632699041807866,0.0,0.0,5788.0,2.5072874082699946e-07
7.0,37.0,0.0,1842.0,0.0,5.04328185450253e-05,2.9944e-05,2.0,66792.0,0.00017892348398831166,0.000159533,13.0,81488.0,0.00022201494841964315,0.000275634,1.0,3628.0,0.0001448706083048017,0.000124239,2.0,16098.0,0.0002481294408886481,5.7651999999999996e-05,6.0,104072.0,0.00017085699425084717,0.0,0.0,5788.0,1.5043724449619968e-07
7.0,38.0,0.000542888,1842.0,1.0,0.0002474148911270152,0.0,0.0,66792.0,0.00010735409039298699,2.4543000000000002e-05,2.0,81488.0,0.0001430261690517859,0.0,0.0,3628.0,8.692236498288101e-05,6.212e-05,1.0,16098.0,0.00017372566453318887,5.7651999999999996e-05,6.0,104072.0,0.0001255749965505083,0.0,0.0,5788.0,9.026234669771981e-08
7.0,39.0,0.000542888,1842.0,1.0,0.00036560413467620915,0.0,0.0,66792.0,6.441245423579219e-05,1.2272e-05,1.0,81488.0,9.072450143107154e-05,0.0,0.0,3628.0,5.215341898972861e-05,0.0,0.0,16098.0,0.00010423539871991332,1.9217e-05,2.0,104072.0,8.303179793030497e-05,0.0,0.0,5788.0,5.4157408018631883e-08
7.0,40.0,0.0,1842.0,0.0,0.0002193624808057255,0.0,0.0,66792.0,3.8647472541475314e-05,0.0,0.0,81488.0,5.4434700858642925e-05,0.0,0.0,3628.0,3.129205139383716e-05,0.0,0.0,16098.0,6.2541239231948e-05,1.9217e-05,2.0,104072.0,5.750587875818299e-05,0.0,0.0,5788.0,3.249444481117913e-08
7.0,41.0,0.0,1842.0,0.0,0.00013161748848343528,0.0,0.0,66792.0,2.318848352488519e-05,0.0,0.0,81488.0,3.266082051518575e-05,0.0,0.0,3628.0,1.8775230836302295e-05,0.0,0.0,16098.0,3.7524743539168795e-05,0.0,1.0,104072.0,3.450352725490979e-05,0.0,0.0,5788.0,1.9496666886707476e-08
7.0,42.0,0.0,1842.0,0.0,7.897049309006117e-05,0.0,0.0,66792.0,1.3913090114931112e-05,0.0,0.0,81488.0,1.959649230911145e-05,0.0,0.0,3628.0,1.1265138501781377e-05,0.0,0.0,16098.0,2.2514846123501275e-05,0.0,0.0,104072.0,2.0702116352945873e-05,0.0,0.0,5788.0,1.1698000132024486e-08
7.0,43.0,0.0,1842.0,0.0,4.73822958540367e-05,0.0,0.0,66792.0,8.347854068958668e-06,0.0,0.0,81488.0,1.1757895385466869e-05,0.0,0.0,3628.0,6.7590831010688255e-06,0.0,0.0,16098.0,1.3508907674100766e-05,0.0,0.0,104072.0,1.2421269811767523e-05,0.0,0.0,5788.0,7.0188000792146914e-09
7.0,44.0,0.0,1842.0,0.0,2.8429377512422017e-05,0.0,0.0,66792.0,5.008712441375201e-06,0.0,0.0,81488.0,7.054737231280121e-06,0.0,0.0,3628.0,4.055449860641295e-06,0.0,0.0,16098.0,8.105344604460459e-06,0.0,0.0,104072.0,7.452761887060513e-06,0.0,0.0,5788.0,4.211280047528815e-09
7.0,45.0,0.0,1842.0,0.0,1.705762650745321e-05,0.0,0.0,66792.0,3.0052274648251203e-06,0.0,0.0,81488.0,4.232842338768072e-06,0.0,0.0,3628.0,2.4332699163847768e-06,0.0,0.0,16098.0,4.863206762676275e-06,0.0,0.0,104072.0,4.471657132236308e-06,0.0,0.0,5788.0,2.5267680285172887e-09
7.0,46.0,0.0,1842.0,0.0,1.0234575904471925e-05,0.0,0.0,66792.0,1.8031364788950721e-06,0.0,0.0,81488.0,2.539705403260843e-06,0.0,0.0,3628.0,1.459961949830866e-06,0.0,0.0,16098.0,2.9179240576057653e-06,0.0,0.0,104072.0,2.6829942793417847e-06,0.0,0.0,5788.0,1.5160608171103731e-09
7.0,47.0,0.0,1842.0,0.0,6.140745542683155e-06,0.0,0.0,66792.0,1.0818818873370433e-06,0.0,0.0,81488.0,1.5238232419565059e-06,0.0,0.0,3628.0,8.759771698985196e-07,0.0,0.0,16098.0,1.7507544345634591e-06,0.0,0.0,104072.0,1.6097965676050707e-06,0.0,0.0,5788.0,9.096364902662238e-10
7.0,48.0,0.0,1842.0,0.0,3.684447325609893e-06,0.0,0.0,66792.0,6.49129132402226e-07,0.0,0.0,81488.0,9.142939451739035e-07,0.0,0.0,3628.0,5.255863019391117e-07,0.0,0.0,16098.0,1.0504526607380754e-06,0.0,0.0,104072.0,9.658779405630424e-07,0.0,0.0,5788.0,5.457818941597342e-10
7.0,49.0,0.0,1842.0,0.0,2.2106683953659357e-06,0.0,0.0,66792.0,3.8947747944133554e-07,0.0,0.0,81488.0,5.485763671043421e-07,0.0,0.0,3628.0,3.15351781163467e-07,0.0,0.0,16098.0,6.302715964428452e-07,0.0,0.0,104072.0,5.795267643378254e-07,0.0,0.0,5788.0,3.274691364958405e-10
7.0,50.0,0.0,1842.0,0.0,1.3264010372195613e-06,0.0,0.0,66792.0,2.336864876648013e-07,0.0,0.0,81488.0,3.291458202626053e-07,0.0,0.0,3628.0,1.892110686980802e-07,0.0,0.0,16098.0,3.7816295786570714e-07,0.0,0.0,104072.0,3.4771605860269527e-07,0.0,0.0,5788.0,1.964814818975043e-10
7.0,51.0,0.0,1842.0,0.0,7.958406223317368e-07,0.0,0.0,66792.0,1.402118925988808e-07,0.0,0.0,81488.0,1.9748749215756317e-07,0.0,0.0,3628.0,1.1352664121884812e-07,0.0,0.0,16098.0,2.2689777471942428e-07,0.0,0.0,104072.0,2.0862963516161715e-07,0.0,0.0,5788.0,1.1788888913850257e-10
7.0,52.0,0.0,1842.0,0.0,4.775043733990421e-07,0.0,0.0,66792.0,8.412713555932848e-08,0.0,0.0,81488.0,1.184924952945379e-07,0.0,0.0,3628.0,6.811598473130886e-08,0.0,0.0,16098.0,1.3613866483165456e-07,0.0,0.0,104072.0,1.2517778109697027e-07,0.0,0.0,5788.0,7.073333348310154e-11
8.0,1.0,0.0,1851.0,0.0,2.865026240394252e-07,0.0,0.0,66792.0,5.047628133559708e-08,0.0,0.0,81488.0,7.109549717672274e-08,0.0,0.0,3628.0,4.086959083878532e-08,0.0,0.0,16098.0,8.168319889899274e-08,0.0,0.0,104072.0,7.510666865818216e-08,0.0,0.0,5788.0,4.2440000089860925e-11
8.0,2.0,0.0,1851.0,0.0,1.7190157442365514e-07,0.0,0.0,67773.0,3.028576880135825e-08,0.0,0.0,81654.0,4.265729830603364e-08,0.0,0.0,3691.0,2.452175450327119e-08,0.0,0.0,16353.0,4.900991933939564e-08,0.0,0.0,107810.0,4.506400119490929e-08,0.0,0.0,5936.0,2.5464000053916554e-11
8.0,3.0,0.0,1851.0,0.0,1.0314094465419308e-07,0.0,0.0,67773.0,1.8171461280814946e-08,0.0,0.0,81654.0,2.5594378983620182e-08,0.0,0.0,3691.0,1.4713052701962714e-08,0.0,0.0,16353.0,2.940595160363738e-08,0.0,0.0,107810.0,2.7038400716945573e-08,0.0,0.0,5936.0,1.527840003234993e-11
8.0,4.0,0.0,1851.0,0.0,6.188456679251584e-08,0.0,0.0,67773.0,1.0902876768488967e-08,0.0,0.0,81654.0,1.535662739017211e-08,0.0,0.0,3691.0,8.827831621177628e-09,0.0,0.0,16353.0,1.764357096218243e-08,0.0,0.0,107810.0,1.6223040430167342e-08,0.0,0.0,5936.0,9.167040019409958e-12
8.0,5.0,0.0,1851.0,0.0,3.7130740075509506e-08,0.0,0.0,67773.0,6.54172606109338e-09,0.0,0.0,81654.0,9.213976434103265e-09,0.0,0.0,3691.0,5.296698972706576e-09,0.0,0.0,16353.0,1.0586142577309457e-08,0.0,0.0,107810.0,9.733824258100405e-09,0.0,0.0,5936.0,5.500224011645974e-12
8.0,6.0,0.0,1851.0,0.0,2.2278444045305703e-08,0.0,0.0,67773.0,3.925035636656028e-09,0.0,0.0,81654.0,5.528385860461959e-09,0.0,0.0,3691.0,3.1780193836239456e-09,0.0,0.0,16353.0,6.351685546385674e-09,0.0,0.0,107810.0,5.840294554860243e-09,0.0,0.0,5936.0,3.300134406987584e-12
8.0,7.0,0.0,1851.0,0.0,1.3367066427183421e-08,2.951e-05,2.0,67773.0,1.1806355021381994e-05,0.0,0.0,81654.0,3.3170315162771754e-09,0.0,0.0,3691.0,1.906811630174367e-09,0.0,0.0,16353.0,3.8110113278314046e-09,9.276e-06,1.0,107810.0,3.7139041767329165e-06,0.0,0.0,5936.0,1.9800806441925505e-12
8.0,8.0,0.0,1851.0,0.0,8.020239856310053e-09,0.0,0.0,67773.0,7.083813012829196e-06,0.0,0.0,81654.0,1.990218909766305e-09,0.0,0.0,3691.0,1.1440869781046202e-09,0.0,0.0,16353.0,2.2866067966988426e-09,0.0,0.0,107810.0,2.2283425060397497e-06,0.0,0.0,5936.0,1.1880483865155303e-12
8.0,9.0,0.0,1851.0,0.0,4.812143913786031e-09,0.0,0.0,67773.0,4.250287807697517e-06,0.0,0.0,81654.0,1.1941313458597829e-09,0.0,0.0,3691.0,6.864521868627721e-10,6.1151e-05,1.0,16353.0,2.446177196407802e-05,0.0,0.0,107810.0,1.3370055036238497e-06,0.0,0.0,5936.0,7.128290319093181e-13
8.0,10.0,0.0,1851.0,0.0,2.8872863482716185e-09,0.0,0.0,67773.0,2.5501726846185104e-06,0.0,0.0,81654.0,7.164788075158697e-10,0.0,0.0,3691.0,4.1187131211766327e-10,6.1151e-05,1.0,16353.0,3.913746317844681e-05,0.0,0.0,107810.0,8.022033021743098e-07,0.0,0.0,5936.0,4.2769741914559086e-13
8.0,11.0,0.0,1851.0,0.0,1.732371808962971e-09,0.0,0.0,67773.0,1.5301036107711061e-06,0.0,0.0,81654.0,4.2988728450952176e-10,0.0,0.0,3691.0,2.4712278727059793e-10,0.0,0.0,16353.0,2.3482477907068086e-05,0.0,0.0,107810.0,4.813219813045858e-07,0.0,0.0,5936.0,2.566184514873545e-13
8.0,12.0,0.0,1851.0,0.0,1.0394230853777826e-09,0.0,0.0,67773.0,9.180621664626636e-07,0.0,0.0,81654.0,2.5793237070571304e-10,0.0,0.0,3691.0,1.4827367236235874e-10,6.1151e-05,1.0,16353.0,3.854988674424085e-05,9.276e-06,1.0,107810.0,3.999193188782752e-06,0.0,0.0,5936.0,1.539710708924127e-13
8.0,13.0,0.0,1851.0,0.0,6.236538512266696e-10,2.951e-05,2.0,67773.0,1.2354837299877599e-05,0.0,0.0,81654.0,1.5475942242342782e-10,0.0,0.0,3691.0,8.896420341741524e-11,6.1151e-05,1.0,16353.0,4.759033204654451e-05,0.0,0.0,107810.0,2.399515913269651e-06,0.000168464,1.0,5936.0,6.738560009238265e-05
8.0,14.0,0.0,1851.0,0.0,3.741923107360017e-10,0.0,0.0,67773.0,7.412902379926559e-06,1.2247e-05,1.0,81654.0,4.898892855653454e-06,0.0,0.0,3691.0,5.337852205044914e-11,0.000122302,2.0,16353.0,7.74749992279267e-05,0.0,0.0,107810.0,1.4397095479617904e-06,0.0,0.0,5936.0,4.043136005542959e-05
8.0,15.0,0.0,1851.0,0.0,2.2451538644160102e-10,1.4755e-05,1.0,67773.0,1.0349741427955935e-05,0.0,0.0,81654.0,2.9393357133920727e-06,0.0,0.0,3691.0,3.2027113230269484e-11,0.0,0.0,16353.0,4.648499953675602e-05,0.0,0.0,107810.0,8.638257287770742e-07,0.0,0.0,5936.0,2.4258816033257752e-05
8.0,16.0,0.0,1851.0,0.0,1.347092318649606e-10,0.0,0.0,67773.0,6.209844856773561e-06,6.123399999999999e-05,5.0,81654.0,2.625720142803524e-05,0.0,0.0,3691.0,1.921626793816169e-11,0.0,0.0,16353.0,2.789099972205361e-05,3.7102e-05,4.0,107810.0,1.5359095437266244e-05,0.0,0.0,5936.0,1.455528961995465e-05
8.0,17.0,0.0,1851.0,0.0,8.082553911897636e-11,0.000118041,8.0,67773.0,5.094230691406414e-05,0.000110221,9.0,81654.0,5.984272085682115e-05,0.0,0.0,3691.0,1.1529760762897014e-11,0.0,0.0,16353.0,1.6734599833232166e-05,8.348e-05,9.0,107810.0,4.2607457262359745e-05,0.0,0.0,5936.0,8.73317377197279e-06
8.0,18.0,0.0016207460000000002,1851.0,3.0,0.0006482984484953235,0.000221327,15.0,67773.0,0.00011909618414843848,0.00015920799999999998,13.0,81654.0,9.958883251409268e-05,0.0,0.0,3691.0,6.917856457738208e-12,0.000244603,4.0,16353.0,0.0001078819598999393,5.5653000000000004e-05,6.0,107810.0,4.782567435741585e-05,0.000168464,1.0,5936.0,7.262550426318368e-05
8.0,19.0,0.0016207460000000002,1851.0,3.0,0.0010372774690971941,0.000560695,38.0,67773.0,0.00029573571048906313,0.000477625,39.0,81654.0,0.0002508032995084556,0.0,0.0,3691.0,4.1507138746429246e-12,0.000428056,7.0,16353.0,0.00023595157593996359,0.00021333799999999998,23.0,107810.0,0.00011403060461444951,0.0,0.0,5936.0,4.3575302557910206e-05
8.0,20.0,0.0,1851.0,0.0,0.0006223664814583164,0.000767267,52.0,67773.0,0.0004843482262934379,0.000440885,36.0,81654.0,0.0003268359797050734,0.000270929,1.0,3691.0,0.00010837160249042833,0.00030575400000000004,5.0,16353.0,0.0002638725455639782,0.0008348019999999999,90.0,107810.0,0.0004023391627686697,0.000336927,2.0,5936.0,0.00016091598153474614
8.0,21.0,0.0,1851.0,0.0,0.00037341988887498983,0.0009443289999999999,64.0,67773.0,0.0006683405357760627,0.000857276,70.0,81654.0,0.000539011987823044,0.0,0.0,3691.0,6.502296149425699e-05,0.000366905,6.0,16353.0,0.0003050855273383869,0.000519432,56.0,107810.0,0.0004491762976612018,0.0013477089999999999,8.0,5936.0,0.0006356331889208476
8.0,22.0,0.001080497,1851.0,2.0,0.0006562507333249939,0.001962433,133.0,67773.0,0.0011859775214656378,0.0008817689999999999,72.0,81654.0,0.0006761147926938264,0.0,0.0,3691.0,3.901377689655419e-05,0.000122302,2.0,16353.0,0.00023197211640303212,0.000751322,81.0,107810.0,0.0005700345785967212,0.0015161729999999998,9.0,5936.0,0.0009878491133525086
8.0,23.0,0.0,1851.0,0.0,0.00039375043999499633,0.001873903,127.0,67773.0,0.0014611477128793826,0.000783795,64.0,81654.0,0.0007191868756162959,0.0013546460000000001,5.0,3691.0,0.0005652666661379326,0.00030575400000000004,5.0,16353.0,0.0002614848698418193,0.0007420460000000001,80.0,107810.0,0.0006388391471580327,0.0013477089999999999,8.0,5936.0,0.0011317930680115051
8.0,24.0,0.0,1851.0,0.0,0.0002362502639969978,0.001844392,125.0,67773.0,0.0016144454277276297,0.000477625,39.0,81654.0,0.0006225621253697775,0.003251151,12.0,3691.0,0.0016396203996827596,0.000550358,9.0,16353.0,0.00037703412190509165,0.000556535,60.0,107810.0,0.0006059174882948196,0.000673854,4.0,5936.0,0.000948617440806903
8.0,25.0,0.0032414909999999996,1851.0,6.0,0.0014383465583981984,0.0014460039999999999,98.0,67773.0,0.0015470688566365776,0.000183702,15.0,81654.0,0.0004470180752218665,0.0010837169999999999,4.0,3691.0,0.0014172590398096557,0.0006726589999999999,11.0,16353.0,0.0004952840731430549,0.000510157,55.0,107810.0,0.0005676132929768918,0.000168464,1.0,5936.0,0.0006365560644841418
8.0,26.0,0.0,1851.0,0.0,0.0008630079350389191,0.0009443289999999999,64.0,67773.0,0.0013059729139819466,0.000391898,32.0,81654.0,0.0004249700451331199,0.001896505,7.0,3691.0,0.0016089574238857935,0.00073381,12.0,16353.0,0.0005906944438858329,0.000463779,50.0,107810.0,0.0005260795757861351,0.0,0.0,5936.0,0.0003819336386904851
8.0,27.0,0.0,1851.0,0.0,0.0005178047610233514,0.000782022,53.0,67773.0,0.001096392548389168,0.00012246799999999998,10.0,81654.0,0.0003039692270798719,0.0,0.0,3691.0,0.000965374454331476,0.000550358,9.0,16353.0,0.0005745598663314998,0.000556535,60.0,107810.0,0.0005382617454716811,0.0,0.0,5936.0,0.00022916018321429105
8.0,28.0,0.0,1851.0,0.0,0.00031068285661401085,0.00054594,37.0,67773.0,0.0008762115290335008,0.000195949,16.0,81654.0,0.00026076113624792313,0.0,0.0,3691.0,0.0005792246725988856,0.000428056,7.0,16353.0,0.0005159583197988999,0.00048233,52.0,107810.0,0.0005158890472830086,0.000168464,1.0,5936.0,0.00020488170992857463
8.0,29.0,0.0,1851.0,0.0,0.00018640971396840651,0.000501675,34.0,67773.0,0.0007263969174201005,0.00012246799999999998,10.0,81654.0,0.00020544388174875388,0.0,0.0,3691.0,0.00034753480355933136,0.000244603,4.0,16353.0,0.0004074161918793399,0.00045450300000000004,49.0,107810.0,0.0004913346283698051,0.000336927,2.0,5936.0,0.0002576998259571448
8.0,30.0,0.0,1851.0,0.0,0.0001118458283810439,0.00054594,37.0,67773.0,0.0006542141504520603,0.000110221,9.0,81654.0,0.00016735472904925232,0.000541859,2.0,3691.0,0.0004252644821355989,0.000244603,4.0,16353.0,0.00034229091512760394,0.000324645,35.0,107810.0,0.0004246587770218831,0.000336927,2.0,5936.0,0.0002893906955742869
8.0,31.0,0.0,1851.0,0.0,6.710749702862634e-05,0.000383634,26.0,67773.0,0.0005459820902712362,0.00015920799999999998,13.0,81654.0,0.0001640960374295514,0.0,0.0,3691.0,0.0002551586892813593,6.1151e-05,1.0,16353.0,0.00022983494907656234,0.00030609400000000003,33.0,107810.0,0.0003772328662131299,0.000505391,3.0,5936.0,0.00037579081734457216
8.0,32.0,0.000540249,1851.0,1.0,0.00025636409821717585,0.000295103,20.0,67773.0,0.00044563045416274173,9.7974e-05,8.0,81654.0,0.00013764722245773083,0.000270929,1.0,3691.0,0.0002614668135688156,0.000244603,4.0,16353.0,0.0002357421694459374,0.000435952,47.0,107810.0,0.00040072051972787795,0.0,0.0,5936.0,0.0002254744904067433
8.0,33.0,0.0,1851.0,0.0,0.0001538184589303055,0.000221327,15.0,67773.0,0.00035590907249764505,0.000134715,11.0,81654.0,0.00013647433347463848,0.0,0.0,3691.0,0.00015688008814128935,0.000244603,4.0,16353.0,0.00023928650166756243,0.000380299,41.0,107810.0,0.0003925519118367268,0.0,0.0,5936.0,0.00013528469424404596
8.0,34.0,0.000540249,1851.0,1.0,0.0003083906753581833,0.000118041,8.0,67773.0,0.00026076184349858704,4.8987e-05,4.0,81654.0,0.00010147940008478309,0.0,0.0,3691.0,9.41280528847736e-05,0.000122302,2.0,16353.0,0.00019249270100053746,0.000343196,37.0,107810.0,0.0003728095471020361,0.0,0.0,5936.0,8.117081654642757e-05
8.0,35.0,0.0,1851.0,0.0,0.00018503440521490998,2.951e-05,2.0,67773.0,0.0001682611060991522,0.00012246799999999998,10.0,81654.0,0.00010987484005086985,0.000270929,1.0,3691.0,0.00016484843173086416,0.000122302,2.0,16353.0,0.00016441642060032247,0.000343196,37.0,107810.0,0.00036096412826122165,0.000168464,1.0,5936.0,0.00011608808992785655
8.0,36.0,0.0,1851.0,0.0,0.00011102064312894599,2.951e-05,2.0,67773.0,0.00011276066365949132,3.674e-05,3.0,81654.0,8.062090403052191e-05,0.0,0.0,3691.0,9.89090590385185e-05,0.0,0.0,16353.0,9.864985236019348e-05,0.00013913399999999999,15.0,107810.0,0.000272232076956733,0.0,0.0,5936.0,6.965285395671393e-05
8.0,37.0,0.0,1851.0,0.0,6.66123858773676e-05,0.0,0.0,67773.0,6.765639819569479e-05,4.8987e-05,4.0,81654.0,6.796734241831314e-05,0.0,0.0,3691.0,5.9345435423111096e-05,6.1151e-05,1.0,16353.0,8.36503114161161e-05,0.000157685,17.0,107810.0,0.00022641324617403977,0.0,0.0,5936.0,4.179171237402835e-05
8.0,38.0,0.0,1851.0,0.0,3.996743152642055e-05,5.9021e-05,4.0,67773.0,6.420223891741688e-05,2.4494e-05,2.0,81654.0,5.057800545098788e-05,0.0,0.0,3691.0,3.560726125386666e-05,6.1151e-05,1.0,16353.0,7.465058684966966e-05,5.5653000000000004e-05,6.0,107810.0,0.00015810914770442386,0.0,0.0,5936.0,2.507502742441701e-05
8.0,39.0,0.0,1851.0,0.0,2.398045891585233e-05,0.0,0.0,67773.0,3.852134335045012e-05,2.4494e-05,2.0,81654.0,4.014440327059273e-05,0.0,0.0,3691.0,2.1364356752319994e-05,6.1151e-05,1.0,16353.0,6.92507521098018e-05,2.7827e-05,3.0,107810.0,0.0001059962886226543,0.0,0.0,5936.0,1.5045016454650204e-05
8.0,40.0,0.0,1851.0,0.0,1.4388275349511399e-05,0.0,0.0,67773.0,2.311280601027007e-05,3.674e-05,3.0,81654.0,3.878264196235564e-05,0.0,0.0,3691.0,1.2818614051391996e-05,0.0,0.0,16353.0,4.1550451265881075e-05,6.4929e-05,7.0,107810.0,8.956937317359258e-05,0.0,0.0,5936.0,9.027009872790123e-06
